Var1,liborDailised,primeDailised
728663,0.000230743063432959,0.000326373196115837
728664,0.000229267620334817,0.000326373196115837
728665,0.00022838194312258,0.000326373196115837
728668,0.00022838194312258,0.000326373196115837
728669,0.00022838194312258,0.000326373196115837
728670,0.00022838194312258,0.000326373196115837
728671,0.000226019434165226,0.000326373196115837
728672,0.000226019434165226,0.000326373196115837
728675,0.000223655534923761,0.000326373196115837
728676,0.000223655534923761,0.000326373196115837
728677,0.00022838194312258,0.000326373196115837
728678,0.000233102796731499,0.000326373196115837
728679,0.000233102796731499,0.000326373196115837
728682,0.000233102796731499,0.000326373196115837
728683,0.000233102796731499,0.000326373196115837
728684,0.000235461144650007,0.000326373196115837
728685,0.000233102796731499,0.000326373196115837
728686,0.000233102796731499,0.000326373196115837
728689,0.000235461144650007,0.000326373196115837
728690,0.000236639799600979,0.000326373196115837
728691,0.0002378181088174,0.000344770204554257
728692,0.0002378181088174,0.000344770204554257
728693,0.0002378181088174,0.000344770204554257
728696,0.000237229185942711,0.000344770204554257
728697,0.0002378181088174,0.000344770204554257
728698,0.0002378181088174,0.000344770204554257
728699,0.000236639799600979,0.000344770204554257
728700,0.000236639799600979,0.000344770204554257
728703,0.0002378181088174,0.000344770204554257
728704,0.0002378181088174,0.000344770204554257
728705,0.0002378181088174,0.000344770204554257
728706,0.0002378181088174,0.000344770204554257
728707,0.0002378181088174,0.000344770204554257
728711,0.0002378181088174,0.000344770204554257
728712,0.000237523658172645,0.000344770204554257
728713,0.000235461144650007,0.000344770204554257
728714,0.000236345262569326,0.000344770204554257
728717,0.0002378181088174,0.000344770204554257
728718,0.0002378181088174,0.000344770204554257
728719,0.0002378181088174,0.000344770204554257
728720,0.0002378181088174,0.000344770204554257
728721,0.0002378181088174,0.000344770204554257
728724,0.0002378181088174,0.000344770204554257
728725,0.0002378181088174,0.000344770204554257
728726,0.0002378181088174,0.000344770204554257
728727,0.0002378181088174,0.000344770204554257
728728,0.0002378181088174,0.000344770204554257
728731,0.0002378181088174,0.000344770204554257
728732,0.0002378181088174,0.000344770204554257
728733,0.0002378181088174,0.000344770204554257
728734,0.0002378181088174,0.000344770204554257
728735,0.0002378181088174,0.000344770204554257
728738,0.0002378181088174,0.000344770204554257
728739,0.0002378181088174,0.000344770204554257
728740,0.0002378181088174,0.000344770204554257
728741,0.0002378181088174,0.000344770204554257
728742,0.0002378181088174,0.000344770204554257
728745,0.0002378181088174,0.000344770204554257
728746,0.0002378181088174,0.000344770204554257
728747,0.0002378181088174,0.000344770204554257
728748,0.0002378181088174,0.000344770204554257
728749,0.0002378181088174,0.000344770204554257
728752,0.000240173690859935,0.000344770204554257
728753,0.000240173690859935,0.000344770204554257
728754,0.0002378181088174,0.000344770204554257
728755,0.0002378181088174,0.000344770204554257
728756,0.0002378181088174,0.000344770204554257
728759,0.0002378181088174,0.000344770204554257
728760,0.0002378181088174,0.000344770204554257
728761,0.0002378181088174,0.000344770204554257
728762,0.0002378181088174,0.000344770204554257
728766,0.0002378181088174,0.000344770204554257
728767,0.0002378181088174,0.000344770204554257
728768,0.0002378181088174,0.000344770204554257
728769,0.0002378181088174,0.000344770204554257
728770,0.000235461144650007,0.000344770204554257
728773,0.000235461144650007,0.000344770204554257
728774,0.000235461144650007,0.000344770204554257
728775,0.000235461144650007,0.000344770204554257
728776,0.000235461144650007,0.000344770204554257
728777,0.000235461144650007,0.000344770204554257
728780,0.000235461144650007,0.000344770204554257
728781,0.000235461144650007,0.000344770204554257
728782,0.000235461144650007,0.000344770204554257
728783,0.000235461144650007,0.000344770204554257
728784,0.000235461144650007,0.000344770204554257
728787,0.000235461144650007,0.000344770204554257
728788,0.000235461144650007,0.000344770204554257
728789,0.000235461144650007,0.000344770204554257
728790,0.000235461144650007,0.000344770204554257
728791,0.000235461144650007,0.000344770204554257
728794,0.000235461144650007,0.000344770204554257
728795,0.000235461144650007,0.000344770204554257
728796,0.000235461144650007,0.000344770204554257
728797,0.000235461144650007,0.000344770204554257
728798,0.000235461144650007,0.000344770204554257
728801,0.000235461144650007,0.000344770204554257
728802,0.000235461144650007,0.000344770204554257
728803,0.000235461144650007,0.000344770204554257
728804,0.000235461144650007,0.000344770204554257
728805,0.000235461144650007,0.000344770204554257
728809,0.000235461144650007,0.000344770204554257
728810,0.000235461144650007,0.000344770204554257
728811,0.000235461144650007,0.000344770204554257
728812,0.000235166521180608,0.000344770204554257
728815,0.000233102796731499,0.000344770204554257
728816,0.000233397571596239,0.000344770204554257
