date,liborDailised,primeDailised
7.2878e+05,0.00023546,0.00034477
7.2878e+05,0.00023546,0.00034477
7.2878e+05,0.00023546,0.00034477
7.2878e+05,0.00023546,0.00034477
7.2878e+05,0.00023546,0.00034477
7.2878e+05,0.00023546,0.00034477
7.2878e+05,0.00023546,0.00034477
7.2878e+05,0.00023546,0.00034477
7.2879e+05,0.00023546,0.00034477
7.2879e+05,0.00023546,0.00034477
7.2879e+05,0.00023546,0.00034477
7.2879e+05,0.00023546,0.00034477
7.2879e+05,0.00023546,0.00034477
7.2879e+05,0.00023546,0.00034477
728800000,0.00023546,0.00034477
728800000,0.00023546,0.00034477
728800000,0.00023546,0.00034477
728800000,0.00023546,0.00034477
728800000,0.00023546,0.00034477
728800000,0.00023546,0.00034477
728800000,0.00023546,0.00034477
728800000,0.00023546,0.00034477
7.2881e+05,0.00023546,0.00034477
7.2881e+05,0.00023546,0.00034477
7.2881e+05,0.00023546,0.00034477
7.2881e+05,0.00023546,0.00034477
7.2881e+05,0.00023517,0.00034477
7.2882e+05,0.0002331,0.00034477
7.2882e+05,0.0002334,0.00034477
7.2882e+05,0.0002334,0.00034477
7.2882e+05,0.00023546,0.00034477
7.2882e+05,0.00023546,0.00034477
7.2882e+05,0.00023576,0.00034477
7.2882e+05,0.00023546,0.00034477
7.2882e+05,0.00023546,0.00034477
7.2883e+05,0.00023546,0.00034477
7.2883e+05,0.00023546,0.00034477
7.2883e+05,0.00023546,0.00034477
7.2883e+05,0.00023546,0.00034477
7.2883e+05,0.00023546,0.00034477
7.2883e+05,0.00023546,0.00034477
7.2883e+05,0.00023546,0.00034477
7.2884e+05,0.00023546,0.00034477
7.2884e+05,0.00023546,0.00034477
7.2884e+05,0.00023752,0.00034477
7.2884e+05,0.00023561,0.00034477
7.2884e+05,0.00023782,0.00034477
7.2884e+05,0.00023782,0.00034477
7.2885e+05,0.00023546,0.00034477
7.2885e+05,0.00023546,0.00034477
7.2885e+05,0.00022838,0.00033558
7.2885e+05,0.00022853,0.00033558
7.2885e+05,0.00022956,0.00033558
7.2885e+05,0.00022853,0.00033558
7.2885e+05,0.00022838,0.00033558
7.2885e+05,0.00022838,0.00033558
7.2886e+05,0.00022838,0.00033558
7.2886e+05,0.00022838,0.00033558
7.2886e+05,0.00022838,0.00033558
7.2886e+05,0.00022838,0.00033558
7.2886e+05,0.00022838,0.00033558
7.2886e+05,0.00023015,0.00033558
7.2887e+05,0.00022882,0.00033558
7.2887e+05,0.00022838,0.00033558
7.2887e+05,0.00022838,0.00033558
7.2887e+05,0.00022838,0.00033558
7.2887e+05,0.00022838,0.00033558
7.2887e+05,0.00022838,0.00033558
7.2887e+05,0.00022838,0.00033558
7.2887e+05,0.00022838,0.00033558
7.2888e+05,0.00022838,0.00033558
7.2888e+05,0.00022838,0.00033558
7.2888e+05,0.00022838,0.00033558
7.2888e+05,0.00022838,0.00033558
7.2888e+05,0.00022838,0.00033558
7.2888e+05,0.00022838,0.00033558
7.2889e+05,0.00022838,0.00033558
7.2889e+05,0.00022868,0.00033558
7.2889e+05,0.00023074,0.00033558
7.2889e+05,0.00023074,0.00033558
7.2889e+05,0.00023074,0.00033558
7.2889e+05,0.00023074,0.00033558
7.2889e+05,0.00023074,0.00033558
7.2889e+05,0.00023074,0.00033558
728900000,0.00023074,0.00033558
728900000,0.00022838,0.00033558
728900000,0.00022838,0.00033558
728900000,0.00022838,0.00033558
728900000,0.00022838,0.00033558
728900000,0.00022838,0.00033558
728900000,0.00022838,0.00033558
7.2891e+05,0.00022838,0.00033558
7.2891e+05,0.00022838,0.00033558
7.2891e+05,0.00022838,0.00033558
7.2891e+05,0.00022838,0.00033558
7.2891e+05,0.00022838,0.00033558
7.2891e+05,0.00022838,0.00033558
7.2892e+05,0.00022838,0.00033558
7.2892e+05,0.00022838,0.00033558
7.2892e+05,0.00022602,0.00033558
7.2892e+05,0.00022602,0.00033558
7.2892e+05,0.00022602,0.00033558
7.2892e+05,0.00022602,0.00033558
7.2892e+05,0.00022602,0.00033558
7.2892e+05,0.00022691,0.00033558
7.2893e+05,0.00022809,0.00033558
7.2893e+05,0.00022823,0.00033558
7.2893e+05,0.00022838,0.00033558
7.2893e+05,0.00022838,0.00033558
7.2893e+05,0.00022838,0.00033558
7.2893e+05,0.00022838,0.00033558
7.2894e+05,0.00022838,0.00033558
7.2894e+05,0.00022838,0.00033558
7.2894e+05,0.00022838,0.00033558
7.2894e+05,0.00022838,0.00033558
7.2894e+05,0.00022838,0.00033558
7.2894e+05,0.00022838,0.00033558
7.2894e+05,0.00022838,0.00033558
7.2894e+05,0.00022838,0.00033558
7.2895e+05,0.00022838,0.00033558
7.2895e+05,0.00022838,0.00033558
7.2895e+05,0.00022838,0.00033558
7.2895e+05,0.00022838,0.00033558
7.2895e+05,0.00022838,0.00033558
7.2895e+05,0.00022809,0.00033558
7.2896e+05,0.00022838,0.00033558
7.2896e+05,0.00022838,0.00033558
7.2896e+05,0.00022823,0.00033558
7.2896e+05,0.00022691,0.00033558
7.2896e+05,0.00022705,0.00033558
7.2896e+05,0.00022676,0.00033558
7.2896e+05,0.00022676,0.00033558
7.2896e+05,0.00022661,0.00033558
7.2897e+05,0.00022617,0.00033558
7.2897e+05,0.00022602,0.00033558
7.2897e+05,0.00022602,0.00033558
7.2897e+05,0.00022602,0.00033558
7.2897e+05,0.00022602,0.00033558
7.2897e+05,0.00022602,0.00033558
7.2897e+05,0.00022602,0.00033558
7.2898e+05,0.00022602,0.00033558
7.2898e+05,0.00022602,0.00033558
7.2898e+05,0.00022602,0.00033558
7.2898e+05,0.00022602,0.00033558
7.2898e+05,0.00022602,0.00033558
7.2898e+05,0.00022602,0.00033558
7.2898e+05,0.00022602,0.00033558
7.2899e+05,0.00022602,0.00033558
7.2899e+05,0.00022646,0.00033558
7.2899e+05,0.0002272,0.00033558
7.2899e+05,0.00022764,0.00033558
7.2899e+05,0.00023207,0.00033558
7.2899e+05,0.00023222,0.00033558
7.2899e+05,0.00023074,0.00033558
7.29e+05,0.00023074,0.00033558
7.29e+05,0.00023074,0.00033558
7.29e+05,0.00023074,0.00033558
7.29e+05,0.00023074,0.00033558
7.29e+05,0.0002306,0.00033558
7.29e+05,0.00023045,0.00033558
7.2901e+05,0.0002306,0.00033558
7.2901e+05,0.00023074,0.00033558
7.2901e+05,0.00023074,0.00033558
7.2901e+05,0.00023045,0.00033558
7.2901e+05,0.00023045,0.00033558
7.2901e+05,0.00023045,0.00033558
7.2901e+05,0.00022366,0.00032637
7.2901e+05,0.00022366,0.00032637
7.2902e+05,0.00022366,0.00032637
7.2902e+05,0.00022366,0.00032637
7.2902e+05,0.00022366,0.00032637
7.2902e+05,0.00022129,0.00032637
7.2902e+05,0.00022129,0.00032637
7.2903e+05,0.00021907,0.00032637
7.2903e+05,0.00021892,0.00032637
7.2903e+05,0.00021892,0.00032637
7.2903e+05,0.00021892,0.00032637
7.2903e+05,0.00021892,0.00032637
7.2903e+05,0.00021892,0.00032637
7.2903e+05,0.00021892,0.00032637
7.2904e+05,0.00021892,0.00032637
7.2904e+05,0.00021892,0.00032637
7.2904e+05,0.00021892,0.00032637
7.2904e+05,0.00021892,0.00032637
7.2904e+05,0.00021848,0.00032637
7.2904e+05,0.00021789,0.00032637
7.2904e+05,0.00021656,0.00032637
7.2905e+05,0.00021656,0.00032637
7.2905e+05,0.00021656,0.00032637
7.2905e+05,0.00021656,0.00032637
7.2905e+05,0.00021656,0.00032637
7.2905e+05,0.00021567,0.00032637
7.2905e+05,0.00021419,0.00032637
7.2905e+05,0.0002133,0.00032637
7.2906e+05,0.00021182,0.00032637
7.2906e+05,0.00020944,0.00031714
7.2906e+05,0.00020944,0.00031714
7.2906e+05,0.00020944,0.00031714
7.2906e+05,0.00020944,0.00031714
7.2906e+05,0.000209,0.00031714
7.2906e+05,0.00020826,0.00031714
7.2906e+05,0.00020781,0.00031714
7.2907e+05,0.00020707,0.00031714
7.2907e+05,0.00020707,0.00031714
7.2907e+05,0.00020707,0.00031714
7.2907e+05,0.00020707,0.00031714
7.2907e+05,0.00020707,0.00031714
7.2908e+05,0.00020707,0.00031714
7.2908e+05,0.00020707,0.00031714
7.2908e+05,0.00020707,0.00031714
7.2908e+05,0.00020707,0.00031714
7.2908e+05,0.00020707,0.00031714
7.2908e+05,0.00020707,0.00031714
7.2908e+05,0.00020707,0.00031714
7.2908e+05,0.00020707,0.00031714
7.2909e+05,0.00020707,0.00031714
7.2909e+05,0.00020707,0.00031714
7.2909e+05,0.00020707,0.00031714
7.2909e+05,0.00020707,0.00031714
7.2909e+05,0.00020707,0.00031714
7.2909e+05,0.00020707,0.00031714
729100000,0.00020944,0.00031714
729100000,0.00020944,0.00031714
729100000,0.00020944,0.00031714
729100000,0.00020959,0.00031714
729100000,0.00020974,0.00031714
729100000,0.00021063,0.00031714
729100000,0.00021063,0.00031714
729100000,0.00021078,0.00031714
7.2911e+05,0.00021048,0.00031714
7.2911e+05,0.00021048,0.00031714
7.2911e+05,0.00021078,0.00031714
7.2911e+05,0.00021078,0.00031714
7.2911e+05,0.00021122,0.00031714
7.2911e+05,0.00021182,0.00031714
7.2911e+05,0.00021182,0.00031714
7.2912e+05,0.00021182,0.00031714
7.2912e+05,0.00021182,0.00031714
7.2912e+05,0.00021182,0.00031714
7.2912e+05,0.00021182,0.00031714
7.2912e+05,0.00021182,0.00031714
7.2912e+05,0.00021419,0.00031714
7.2913e+05,0.00021419,0.00031714
7.2913e+05,0.00021419,0.00031714
7.2913e+05,0.00021419,0.00031714
7.2913e+05,0.00021374,0.00031714
7.2913e+05,0.0002133,0.00031714
7.2913e+05,0.00021285,0.00031714
7.2913e+05,0.00021211,0.00031714
7.2913e+05,0.00021196,0.00031714
7.2914e+05,0.00021182,0.00031714
7.2914e+05,0.00021182,0.00031714
7.2914e+05,0.00021182,0.00031714
7.2914e+05,0.00021182,0.00031714
7.2914e+05,0.00021167,0.00031714
7.2914e+05,0.00021182,0.00031714
7.2915e+05,0.00021182,0.00031714
7.2915e+05,0.00021182,0.00031714
7.2915e+05,0.00021182,0.00031714
7.2915e+05,0.00021182,0.00031714
7.2915e+05,0.00021182,0.00031714
7.2915e+05,0.00021182,0.00031714
7.2915e+05,0.00021182,0.00031714
7.2915e+05,0.00021182,0.00031714
7.2916e+05,0.00021182,0.00031714
7.2916e+05,0.00021152,0.00031714
7.2916e+05,0.00021152,0.00031714
7.2916e+05,0.00021107,0.00031714
7.2916e+05,0.00021137,0.00031714
7.2916e+05,0.00021182,0.00031714
7.2917e+05,0.00021182,0.00031714
7.2917e+05,0.00021182,0.00031714
7.2917e+05,0.00021182,0.00031714
7.2917e+05,0.00021167,0.00031714
7.2917e+05,0.00021152,0.00031714
7.2917e+05,0.00021167,0.00031714
7.2917e+05,0.00021152,0.00031714
7.2918e+05,0.00021182,0.00031714
7.2918e+05,0.00021182,0.00031714
7.2918e+05,0.00021285,0.00031714
7.2918e+05,0.00021256,0.00031714
7.2918e+05,0.00021256,0.00031714
7.2918e+05,0.00021241,0.00031714
7.2918e+05,0.00021182,0.00031714
7.2919e+05,0.00021345,0.00031714
7.2919e+05,0.00021359,0.00031714
7.2919e+05,0.00021345,0.00031714
7.2919e+05,0.00021404,0.00031714
7.2919e+05,0.00021359,0.00031714
7.2919e+05,0.00021285,0.00031714
7.2919e+05,0.00021226,0.00031714
729200000,0.00021182,0.00031714
729200000,0.000213,0.00031714
729200000,0.00021285,0.00031714
729200000,0.00021345,0.00031714
729200000,0.00021345,0.00031714
729200000,0.00021389,0.00031714
729200000,0.00021419,0.00031714
729200000,0.00021404,0.00031714
7.2921e+05,0.00021359,0.00031714
7.2921e+05,0.00021389,0.00031714
7.2921e+05,0.00021419,0.00031714
7.2921e+05,0.0002133,0.00031714
7.2921e+05,0.00021478,0.00031714
7.2922e+05,0.00021433,0.00031714
7.2922e+05,0.00021419,0.00031714
7.2922e+05,0.00021404,0.00031714
7.2922e+05,0.000213,0.00031714
7.2922e+05,0.0002133,0.00031714
7.2922e+05,0.0002133,0.00031714
7.2922e+05,0.000213,0.00031714
7.2922e+05,0.00021256,0.00031714
7.2923e+05,0.00021182,0.00031714
7.2923e+05,0.00021182,0.00031714
7.2923e+05,0.00021182,0.00031714
7.2923e+05,0.00021182,0.00031714
7.2923e+05,0.00021182,0.00031714
7.2923e+05,0.00021182,0.00031714
7.2924e+05,0.00021241,0.00031714
7.2924e+05,0.000213,0.00031714
7.2924e+05,0.00021285,0.00031714
7.2924e+05,0.00021196,0.00031714
7.2924e+05,0.00021196,0.00031714
7.2924e+05,0.00021182,0.00031714
7.2924e+05,0.00021167,0.00031714
7.2924e+05,0.00021152,0.00031714
7.2925e+05,0.00021137,0.00031714
7.2925e+05,0.00021137,0.00031714
7.2925e+05,0.00021093,0.00031714
7.2925e+05,0.00021122,0.00031714
7.2925e+05,0.00021107,0.00031714
7.2925e+05,0.00021152,0.00031714
7.2925e+05,0.00021182,0.00031714
7.2926e+05,0.00021152,0.00031714
7.2926e+05,0.00021152,0.00031714
7.2926e+05,0.00021093,0.00031714
7.2926e+05,0.00021063,0.00031714
7.2926e+05,0.00021033,0.00031714
7.2926e+05,0.00021033,0.00031714
7.2926e+05,0.00021078,0.00031714
7.2927e+05,0.00021063,0.00031714
7.2927e+05,0.00021122,0.00031714
7.2927e+05,0.00021182,0.00031714
7.2927e+05,0.00021345,0.00031714
7.2927e+05,0.00021315,0.00031714
7.2927e+05,0.00021315,0.00031714
7.2927e+05,0.00021389,0.00031714
7.2928e+05,0.00021345,0.00031714
7.2928e+05,0.00021359,0.00031714
7.2928e+05,0.00021433,0.00031714
7.2928e+05,0.00021433,0.00031714
7.2928e+05,0.00021389,0.00031714
7.2928e+05,0.00021182,0.00031714
7.2929e+05,0.00021211,0.00031714
7.2929e+05,0.00021345,0.00031714
7.2929e+05,0.00021374,0.00031714
7.2929e+05,0.00021419,0.00031714
7.2929e+05,0.00021419,0.00031714
7.2929e+05,0.00021537,0.00031714
7.2929e+05,0.00021211,0.00031714
7.2929e+05,0.00021182,0.00031714
729300000,0.00021182,0.00031714
729300000,0.00021167,0.00031714
729300000,0.00021196,0.00031714
729300000,0.00021167,0.00031714
729300000,0.00021122,0.00031714
729300000,0.00021093,0.00031714
7.2931e+05,0.00020989,0.00031714
7.2931e+05,0.00020944,0.00031714
7.2931e+05,0.00020974,0.00031714
7.2931e+05,0.00020974,0.00031714
7.2931e+05,0.00020989,0.00031714
7.2931e+05,0.00020944,0.00031714
7.2931e+05,0.00020944,0.00031714
7.2931e+05,0.00020944,0.00031714
7.2932e+05,0.00020959,0.00031714
7.2932e+05,0.00020944,0.00031714
7.2932e+05,0.00020944,0.00031714
7.2932e+05,0.00020944,0.00031714
7.2932e+05,0.00020944,0.00031714
7.2932e+05,0.00020944,0.00031714
7.2932e+05,0.00020944,0.00031714
7.2933e+05,0.00020944,0.00031714
7.2933e+05,0.00020944,0.00031714
7.2933e+05,0.00020944,0.00031714
7.2933e+05,0.00020944,0.00031714
7.2933e+05,0.00020944,0.00031714
7.2933e+05,0.00020944,0.00031714
7.2933e+05,0.00020944,0.00031714
7.2934e+05,0.00020944,0.00031714
7.2934e+05,0.00020944,0.00031714
7.2934e+05,0.00020944,0.00031714
7.2934e+05,0.00020944,0.00031714
7.2934e+05,0.00020944,0.00031714
7.2934e+05,0.00020944,0.00031714
7.2934e+05,0.00020944,0.00031714
7.2934e+05,0.00020944,0.00031714
7.2935e+05,0.00020944,0.00031714
7.2935e+05,0.00020944,0.00031714
7.2935e+05,0.00020944,0.00031714
7.2935e+05,0.00020944,0.00031714
7.2935e+05,0.00020944,0.00031714
7.2935e+05,0.00020944,0.00031714
7.2936e+05,0.00020944,0.00031714
7.2936e+05,0.00020944,0.00031714
7.2936e+05,0.00021656,0.00031714
7.2936e+05,0.00021656,0.00031714
7.2936e+05,0.00021656,0.00031714
7.2936e+05,0.00021656,0.00031714
7.2936e+05,0.00021656,0.00031714
7.2937e+05,0.00021818,0.00031714
7.2937e+05,0.00021774,0.00031714
7.2937e+05,0.00021789,0.00031714
7.2937e+05,0.00021789,0.00031714
7.2937e+05,0.00021818,0.00031714
7.2937e+05,0.00021863,0.00031714
7.2938e+05,0.00021863,0.00031714
7.2938e+05,0.00021892,0.00031714
7.2938e+05,0.00021966,0.00031714
7.2938e+05,0.00022011,0.00031714
7.2938e+05,0.00022026,0.00031714
7.2938e+05,0.00022055,0.00031714
7.2938e+05,0.0002204,0.00031714
7.2939e+05,0.0002204,0.00031714
7.2939e+05,0.00022129,0.00031714
7.2939e+05,0.00021433,0.00031714
7.2939e+05,0.00021419,0.00031714
7.2939e+05,0.00021419,0.00031714
7.2939e+05,0.00021419,0.00031714
729400000,0.00021389,0.00031714
729400000,0.00021389,0.00031714
729400000,0.00021374,0.00031714
729400000,0.00021359,0.00031714
729400000,0.00021345,0.00031714
729400000,0.00021359,0.00031714
729400000,0.0002133,0.00031714
7.2941e+05,0.00021226,0.00031714
7.2941e+05,0.00021211,0.00031714
7.2941e+05,0.00021211,0.00031714
7.2941e+05,0.00021182,0.00031714
7.2941e+05,0.00021182,0.00031714
7.2941e+05,0.00021182,0.00031714
7.2941e+05,0.00021182,0.00031714
7.2941e+05,0.00021182,0.00031714
7.2942e+05,0.00021182,0.00031714
7.2942e+05,0.00021182,0.00031714
7.2942e+05,0.00021182,0.00031714
7.2942e+05,0.00021182,0.00031714
7.2942e+05,0.00021182,0.00031714
7.2942e+05,0.00021182,0.00031714
7.2943e+05,0.00021182,0.00031714
7.2943e+05,0.00021182,0.00031714
7.2943e+05,0.00021182,0.00031714
7.2943e+05,0.00021182,0.00031714
7.2943e+05,0.00021093,0.00031714
7.2943e+05,0.00021078,0.00031714
7.2943e+05,0.00021107,0.00031714
7.2943e+05,0.00021122,0.00031714
7.2944e+05,0.00021137,0.00031714
7.2944e+05,0.00020944,0.00031714
7.2944e+05,0.00020944,0.00031714
7.2944e+05,0.00020944,0.00031714
7.2944e+05,0.00020944,0.00031714
7.2945e+05,0.00020944,0.00031714
7.2945e+05,0.00020944,0.00031714
7.2945e+05,0.00020944,0.00031714
7.2945e+05,0.00021182,0.00031714
7.2945e+05,0.00021182,0.00031714
7.2945e+05,0.00021182,0.00031714
7.2945e+05,0.00021182,0.00031714
7.2945e+05,0.00021182,0.00031714
7.2946e+05,0.00021182,0.00031714
7.2946e+05,0.00021182,0.00031714
7.2946e+05,0.00021182,0.00031714
7.2946e+05,0.00021182,0.00031714
7.2946e+05,0.00021182,0.00031714
7.2946e+05,0.00021182,0.00031714
7.2946e+05,0.000213,0.00031714
7.2947e+05,0.00021315,0.00031714
7.2947e+05,0.00021419,0.00031714
7.2947e+05,0.00021419,0.00031714
7.2947e+05,0.00021522,0.00031714
7.2947e+05,0.00021892,0.00031714
7.2947e+05,0.00022011,0.00031714
7.2947e+05,0.00022055,0.00031714
7.2948e+05,0.00022129,0.00032637
7.2948e+05,0.00022129,0.00032637
7.2948e+05,0.00022129,0.00032637
7.2948e+05,0.00022129,0.00032637
7.2948e+05,0.00022129,0.00032637
7.2948e+05,0.00022129,0.00032637
7.2948e+05,0.00022129,0.00032637
7.2949e+05,0.00022129,0.00032637
7.2949e+05,0.00022129,0.00032637
7.2949e+05,0.00022129,0.00032637
7.2949e+05,0.00022129,0.00032637
7.2949e+05,0.00022129,0.00032637
7.2949e+05,0.00022129,0.00032637
729500000,0.00022129,0.00032637
729500000,0.00022129,0.00032637
729500000,0.00022129,0.00032637
729500000,0.00022129,0.00032637
729500000,0.00022129,0.00032637
729500000,0.00022129,0.00032637
729500000,0.00022129,0.00032637
729500000,0.00022129,0.00032637
7.2951e+05,0.00022129,0.00032637
7.2951e+05,0.00022129,0.00032637
7.2951e+05,0.00022129,0.00032637
7.2951e+05,0.00022129,0.00032637
7.2951e+05,0.00022129,0.00032637
7.2951e+05,0.00022129,0.00032637
7.2952e+05,0.00022129,0.00032637
7.2952e+05,0.00022129,0.00032637
7.2952e+05,0.00022129,0.00032637
7.2952e+05,0.00022129,0.00032637
7.2952e+05,0.00022129,0.00032637
7.2952e+05,0.00022129,0.00032637
7.2952e+05,0.00022129,0.00032637
7.2952e+05,0.00022129,0.00032637
7.2953e+05,0.00022129,0.00032637
7.2953e+05,0.00022129,0.00032637
7.2953e+05,0.00022218,0.00032637
7.2953e+05,0.00022366,0.00032637
7.2953e+05,0.00022129,0.00032637
7.2953e+05,0.00022129,0.00032637
7.2953e+05,0.00022129,0.00032637
7.2954e+05,0.00022129,0.00032637
7.2954e+05,0.00022129,0.00032637
7.2954e+05,0.00022144,0.00032637
7.2954e+05,0.00022129,0.00032637
7.2954e+05,0.00023399,0.00032637
7.2954e+05,0.00023487,0.00032637
7.2955e+05,0.00023458,0.00032637
7.2955e+05,0.00023428,0.00032637
7.2955e+05,0.00023369,0.00032637
7.2955e+05,0.00023546,0.00032637
7.2955e+05,0.00023546,0.00032637
7.2955e+05,0.00023546,0.00032637
7.2955e+05,0.00023546,0.00032637
7.2955e+05,0.00023546,0.00032637
7.2956e+05,0.00023546,0.00032637
7.2956e+05,0.00023458,0.00032637
7.2956e+05,0.00023487,0.00032637
7.2956e+05,0.0002331,0.00032637
7.2956e+05,0.00023369,0.00032637
7.2956e+05,0.00023399,0.00032637
7.2957e+05,0.00023399,0.00032637
7.2957e+05,0.00023399,0.00032637
7.2957e+05,0.00023546,0.00032637
7.2957e+05,0.00023546,0.00032637
7.2957e+05,0.00023546,0.00032637
7.2957e+05,0.00022129,0.00032637
7.2957e+05,0.00022129,0.00032637
7.2957e+05,0.00022129,0.00032637
7.2958e+05,0.00022129,0.00032637
7.2958e+05,0.00022129,0.00032637
7.2958e+05,0.00022129,0.00032637
7.2958e+05,0.00022129,0.00032637
7.2958e+05,0.00022099,0.00032637
7.2959e+05,0.00022055,0.00032637
7.2959e+05,0.00022085,0.00032637
7.2959e+05,0.00022085,0.00032637
7.2959e+05,0.0002204,0.00032637
7.2959e+05,0.0002207,0.00032637
7.2959e+05,0.0002207,0.00032637
7.2959e+05,0.0002207,0.00032637
7.2959e+05,0.00021981,0.00032637
729600000,0.00021981,0.00032637
729600000,0.00021981,0.00032637
729600000,0.00021966,0.00032637
729600000,0.00021892,0.00032637
729600000,0.00021892,0.00032637
729600000,0.00021892,0.00032637
729600000,0.00021892,0.00032637
7.2961e+05,0.00021907,0.00032637
7.2961e+05,0.00021907,0.00032637
7.2961e+05,0.00021922,0.00032637
7.2961e+05,0.00021937,0.00032637
7.2961e+05,0.00021922,0.00032637
7.2961e+05,0.00021922,0.00032637
7.2961e+05,0.00021966,0.00032637
7.2962e+05,0.00021996,0.00032637
7.2962e+05,0.00021966,0.00032637
7.2962e+05,0.00021966,0.00032637
7.2962e+05,0.00021922,0.00032637
7.2962e+05,0.00021892,0.00032637
7.2962e+05,0.00021907,0.00032637
7.2962e+05,0.00021892,0.00032637
7.2962e+05,0.00021892,0.00032637
7.2963e+05,0.00021892,0.00032637
7.2963e+05,0.00021892,0.00032637
7.2963e+05,0.00021922,0.00032637
7.2963e+05,0.00022011,0.00032637
7.2963e+05,0.00022011,0.00032637
7.2964e+05,0.00022011,0.00032637
7.2964e+05,0.00022011,0.00032637
7.2964e+05,0.00022011,0.00032637
7.2964e+05,0.00022011,0.00032637
7.2964e+05,0.00022011,0.00032637
7.2964e+05,0.00022011,0.00032637
7.2964e+05,0.00022011,0.00032637
7.2964e+05,0.00022011,0.00032637
7.2965e+05,0.00022011,0.00032637
7.2965e+05,0.00022011,0.00032637
7.2965e+05,0.00022011,0.00032637
7.2965e+05,0.00022011,0.00032637
7.2965e+05,0.00022011,0.00032637
7.2965e+05,0.00022011,0.00032637
7.2966e+05,0.00022011,0.00032637
7.2966e+05,0.00022011,0.00032637
7.2966e+05,0.00022011,0.00032637
7.2966e+05,0.00022011,0.00032637
7.2966e+05,0.00022011,0.00032637
7.2966e+05,0.00022011,0.00032637
7.2966e+05,0.00022011,0.00032637
7.2966e+05,0.00022011,0.00032637
7.2967e+05,0.00021996,0.00032637
7.2967e+05,0.00021981,0.00032637
7.2967e+05,0.00021892,0.00032637
7.2967e+05,0.00021892,0.00032637
7.2967e+05,0.00021892,0.00032637
7.2967e+05,0.00021892,0.00032637
7.2967e+05,0.00021892,0.00032637
7.2968e+05,0.00021892,0.00032637
7.2968e+05,0.00021892,0.00032637
7.2968e+05,0.00021892,0.00032637
7.2968e+05,0.00021892,0.00032637
7.2968e+05,0.00021892,0.00032637
7.2968e+05,0.00021981,0.00032637
7.2968e+05,0.00021996,0.00032637
7.2969e+05,0.00022011,0.00032637
7.2969e+05,0.00022011,0.00032637
7.2969e+05,0.00022011,0.00032637
